molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
CHEMBL1626,1,1,0,0,0,6,0,1,343.895,4.015,644.851,293.645,0.000,279.535,71.671,1163.121,0.000,2.750,0.0138617,0.0000000,0.8294476,39.211,11.496,14.307,4.583,5.746,-5.113,-5.113,-6.351,2470.586,-0.477,3592.657,-2.021,9.194,-0.003,3,1.004,3,100.000,0.000,0.000,10.783,2,1,17,0,17,4,24,0,0.025
CHEMBL707,0,0,0,0,1,4,0,-1,451.481,4.637,742.869,388.728,95.787,258.354,0.000,1339.898,2.000,9.000,0.0160507,0.0171335,0.7912267,47.368,13.694,23.522,16.537,2.828,-5.076,-5.295,-4.768,801.099,-0.698,615.152,-1.991,8.063,0.764,3,-0.018,3,95.474,0.000,23.099,104.029,10,0,26,0,26,6,33,0,0.039
CHEMBL1123,2,1,0,0,0,6,0,1,309.491,2.537,599.747,570.685,29.062,0.000,0.000,1115.909,0.000,4.000,0.0057696,0.0000000,0.8675266,34.652,8.843,12.732,3.977,3.899,-3.292,-2.684,-4.402,1309.793,0.343,732.676,-3.542,9.148,-1.008,1,0.533,3,100.000,0.000,0.000,28.596,3,0,12,0,12,12,22,0,0.045
CHEMBL549,0,1,0,0,0,5,0,1,324.397,4.134,611.682,256.236,74.059,234.336,47.050,1084.753,0.000,4.250,0.0157566,0.0000000,0.8346932,36.285,10.152,14.320,6.389,3.717,-4.755,-4.712,-6.051,490.340,0.067,458.600,-3.641,9.408,0.802,3,0.418,3,96.862,47.050,0.000,37.458,3,0,15,0,15,2,24,0,0.001
CHEMBL516,3,1,0,0,0,0,0,2,287.404,0.640,553.741,247.004,6.373,300.365,0.000,990.861,0.000,2.000,0.0004132,0.0000000,0.8680267,36.369,9.642,12.714,5.108,4.566,-4.444,-4.020,-5.826,2149.647,0.906,1251.639,-2.641,8.655,0.409,3,0.959,3,100.000,0.000,0.000,6.025,1,0,21,0,18,4,22,0,0.024
CHEMBL490,0,1,0,0,0,3,1,2,329.370,3.478,564.035,231.453,29.046,256.507,47.029,1010.951,1.000,3.750,0.0119679,0.0066485,0.8636668,34.828,9.589,14.898,7.532,3.811,-3.702,-4.223,-5.687,1310.265,0.637,1326.491,-2.926,8.693,0.067,2,0.526,3,100.000,47.029,0.000,40.492,4,0,21,0,21,6,24,0,0.078
CHEMBL55,0,0,2,0,0,14,0,-2,340.424,3.764,699.162,178.257,212.044,308.861,0.000,1177.953,6.000,4.500,0.0120257,0.0157656,0.7715057,34.948,14.272,22.697,15.077,2.583,-3.997,-4.492,-6.702,96.625,-2.655,39.569,-7.120,8.861,0.124,2,-0.186,2,64.638,0.000,0.000,109.524,6,1,12,0,12,0,25,0,0.000
CHEMBL2,0,0,0,0,0,4,0,-1,383.406,8.026,659.184,324.536,110.277,224.370,0.000,1163.197,2.000,8.000,0.0553839,0.0171632,0.8114481,39.971,11.836,20.983,13.509,2.649,-5.077,-4.816,-5.653,891.543,-0.794,436.978,-2.377,8.020,0.725,3,0.060,3,95.257,0.000,0.000,99.258,9,0,21,0,21,4,28,0,0.027
CHEMBL567,1,2,0,0,0,7,0,2,403.969,3.763,686.664,281.459,53.605,244.090,107.511,1240.097,1.000,6.200,0.0114202,0.0090292,0.8129383,41.311,12.834,18.637,9.462,4.198,-4.047,-3.790,-7.175,191.146,0.662,392.911,-5.101,7.758,0.462,8,0.469,3,92.358,0.000,0.000,35.142,4,0,20,0,20,4,27,1,0.001
CHEMBL597,0,0,1,0,0,5,0,0,281.357,4.686,557.452,236.607,81.758,239.087,0.000,965.854,2.000,3.250,0.0227361,0.0082450,0.8476795,31.572,9.882,14.959,8.271,3.494,-4.286,-4.419,-5.137,1661.840,-0.496,856.605,-3.767,8.054,0.111,5,0.328,3,100.000,0.000,0.000,50.196,4,0,17,0,17,2,21,0,0.002
CHEMBL728,3,2,0,0,0,4,0,2,373.943,2.795,703.224,290.369,6.260,299.075,107.520,1228.534,0.000,4.500,0.0063575,0.0000000,0.7888533,43.300,12.598,16.740,7.076,4.867,-4.405,-3.770,-7.827,537.449,1.316,1201.245,-4.322,7.728,0.451,7,0.811,3,100.000,0.000,0.000,15.525,3,0,20,0,20,4,25,1,0.000
CHEMBL58,2,2,0,0,0,16,0,-2,444.486,6.614,678.339,280.286,248.015,150.038,0.000,1300.365,4.000,9.900,0.0336410,0.0291889,0.8493666,37.046,13.985,23.957,16.139,0.458,-0.156,-2.932,-6.137,2.740,-1.896,1.030,-8.151,7.927,1.345,11,-0.408,1,24.502,0.000,0.000,180.076,10,1,14,0,14,0,32,2,0.002
CHEMBL1630579,3,1,0,0,0,8,0,2,265.438,1.153,610.543,580.448,2.399,27.695,0.000,1064.785,0.000,3.700,0.0012476,0.0000000,0.8259559,31.586,8.290,11.117,3.273,3.929,-3.328,-1.801,-5.206,2344.480,0.456,1374.695,-2.761,9.079,-0.907,5,0.380,3,100.000,0.000,0.000,11.595,2,0,7,4,3,5,19,0,0.217
CHEMBL422,1,2,0,0,0,4,0,2,407.496,3.199,684.012,289.012,9.469,234.889,150.642,1228.655,0.000,4.500,0.0083296,0.0000000,0.8110631,42.692,10.880,16.776,6.630,5.028,-4.516,-4.483,-7.162,501.082,1.393,1918.511,-4.608,7.958,0.772,7,0.811,3,91.750,114.519,0.000,14.008,3,1,20,0,20,4,28,1,0.000
CHEMBL83,1,1,0,0,0,9,0,1,371.521,1.509,713.335,304.937,6.842,401.555,0.000,1310.270,0.000,2.750,0.0017388,0.0000000,0.8117936,44.339,13.284,15.690,4.937,6.400,-5.610,-5.718,-7.219,2127.744,0.350,1237.861,-1.430,8.671,0.133,3,1.304,1,100.000,0.000,0.000,12.299,2,1,18,0,18,0,28,0,0.034
CHEMBL809,1,1,0,0,0,1,0,2,306.234,3.815,541.767,171.459,9.497,231.164,129.647,950.291,1.000,1.500,0.0153124,0.0027687,0.8628276,33.442,9.909,13.563,5.427,4.860,-4.756,-4.446,-5.580,2007.892,1.135,5965.720,-2.847,9.109,0.220,5,0.868,3,100.000,0.000,0.000,12.903,1,0,16,0,16,4,20,0,0.008
CHEMBL1910114,0,1,0,0,0,6,0,1,380.273,7.940,632.356,297.302,104.118,113.411,117.525,1122.624,2.000,6.700,0.0561580,0.0149840,0.8260878,36.004,11.451,19.255,10.967,2.755,-3.703,-4.026,-5.613,254.359,-0.128,548.768,-4.525,9.464,0.637,6,0.110,3,86.127,0.000,0.000,78.136,5,0,15,0,15,1,25,0,0.002
CHEMBL1910113,0,1,0,0,0,6,0,0,366.246,8.040,606.521,209.454,163.832,109.443,123.792,1067.215,3.000,6.700,0.0605689,0.0191333,0.8326970,33.749,11.592,20.309,12.751,1.883,-3.254,-3.689,-5.487,69.053,-0.671,145.097,-5.640,9.465,0.703,6,-0.055,3,70.890,0.000,0.000,91.723,5,0,15,0,15,1,24,0,0.000
CHEMBL1910112,0,1,0,1,0,5,0,-2,380.230,9.839,606.429,167.491,207.031,109.268,122.640,1068.916,3.000,7.000,0.0905579,0.0199930,0.8337077,34.457,11.905,21.376,13.559,0.125,-4.003,-3.851,-3.663,6.810,-1.024,14.871,-6.533,9.633,0.768,6,-0.212,2,42.586,0.000,0.000,119.039,6,0,15,0,15,1,25,1,0.000
CHEMBL1910111,0,1,0,0,0,5,1,1,394.257,10.236,640.245,257.791,157.484,113.600,111.370,1143.747,2.000,7.000,0.0916049,0.0154620,0.8261114,37.493,11.986,20.698,11.864,2.375,-3.879,-4.189,-5.614,79.319,-0.604,144.104,-5.604,9.598,0.694,6,0.155,3,74.847,0.000,0.000,105.497,6,0,15,0,15,1,26,0,0.000
CHEMBL1910126,1,1,0,0,1,7,0,-1,470.357,9.977,704.981,202.284,159.764,226.073,116.860,1323.581,3.000,9.000,0.0752077,0.0221119,0.8269662,44.480,14.723,25.674,18.561,2.081,-2.783,-4.587,-4.762,38.050,-0.731,146.344,-5.058,9.625,0.809,9,-0.161,2,67.413,0.000,37.362,116.903,7,0,21,0,21,1,32,1,0.007
CHEMBL1909986,0,1,0,0,0,5,0,1,396.318,3.209,668.756,146.951,59.942,343.110,118.753,1195.557,2.000,2.500,0.0086155,0.0052867,0.8145992,41.758,13.462,18.520,8.401,5.425,-5.791,-6.347,-6.894,667.373,0.350,1580.969,-2.998,8.001,0.450,5,1.067,3,96.303,0.000,0.000,40.163,3,1,21,0,21,0,27,1,0.001
CHEMBL1915048,0,1,0,0,0,2,0,0,318.765,4.443,565.778,217.512,143.114,133.262,71.889,958.492,3.000,6.000,0.0205940,0.0183682,0.8309566,32.193,10.178,18.618,12.848,1.454,-3.197,-3.013,-5.629,108.556,-0.364,122.940,-5.558,8.415,1.023,3,-0.047,3,71.895,0.000,0.000,86.724,7,0,18,0,18,4,22,0,0.001
CHEMBL1916700,2,0,0,1,0,9,0,-2,501.501,9.179,826.337,265.547,138.273,315.518,107.001,1525.325,1.000,5.250,0.0552376,0.0063533,0.7755013,52.124,15.280,22.900,9.483,7.008,-8.362,-8.418,-4.862,122.535,-1.249,250.874,-2.092,9.402,0.515,4,1.189,1,79.437,107.001,0.000,90.723,6,2,18,0,18,0,36,1,0.000
CHEMBL1916399,2,0,0,1,0,5,0,-2,472.380,7.848,767.458,151.216,267.243,226.855,122.144,1332.250,1.000,9.500,0.0462344,0.0123785,0.7629586,46.119,13.718,23.549,14.689,3.007,-7.341,-7.055,-4.642,7.332,-2.499,14.470,-5.166,8.951,1.821,4,-0.077,1,60.039,122.144,0.000,150.051,9,0,20,0,20,2,34,2,0.000
CHEMBL1916559,3,0,0,1,0,3,0,-2,499.369,2.384,771.690,149.935,196.080,191.164,234.512,1345.305,1.000,8.000,0.0042249,0.0103669,0.7637228,47.584,12.359,22.898,12.975,4.613,-7.820,-7.223,-4.459,34.680,-1.283,320.214,-4.172,8.911,1.793,5,0.360,1,81.520,234.512,0.000,116.659,7,0,20,0,20,2,35,1,0.000
CHEMBL1917511,0,1,0,0,0,7,0,0,369.484,1.427,694.802,266.678,122.642,263.706,41.776,1222.668,3.000,6.000,0.0016653,0.0149572,0.7958715,40.801,13.315,21.095,12.794,3.206,-4.355,-4.119,-6.819,169.741,-0.648,136.323,-4.241,9.259,0.975,5,0.359,3,85.626,0.000,0.000,88.802,6,0,16,0,16,0,26,0,0.001
CHEMBL1916547,0,2,0,0,0,7,0,-2,465.511,12.424,782.610,372.892,215.724,193.995,0.000,1410.506,2.000,13.000,0.1094403,0.0234916,0.7772057,47.652,14.814,27.407,18.579,0.289,-2.207,-2.560,-7.515,5.546,-1.442,2.206,-8.265,9.081,1.206,6,-0.413,2,28.993,0.000,0.000,148.574,11,1,26,0,26,6,34,1,0.000
CHEMBL1916546,0,2,0,0,0,7,0,1,451.524,4.073,761.732,420.037,100.251,241.444,0.000,1388.160,1.000,10.000,0.0119519,0.0131280,0.7900523,47.211,13.834,22.402,13.647,2.299,-2.748,-3.370,-7.533,69.027,-0.132,33.668,-5.970,9.224,0.922,6,0.060,3,73.320,0.000,0.000,98.719,9,0,26,0,26,7,33,0,0.001
CHEMBL1916545,0,2,0,0,0,7,0,1,451.524,6.816,774.920,436.722,78.466,259.731,0.000,1397.006,1.000,10.000,0.0332584,0.0129046,0.7799031,47.740,13.941,22.754,13.655,2.519,-2.976,-3.370,-7.784,111.072,0.079,56.302,-5.504,8.989,0.875,5,0.076,3,78.306,0.000,0.000,96.164,9,0,26,0,26,7,33,0,0.001
CHEMBL1916544,0,2,0,0,0,7,0,1,453.500,3.646,768.138,441.901,115.562,210.675,0.000,1377.625,1.000,12.000,0.0096468,0.0156222,0.7794950,46.496,13.676,23.171,15.527,1.225,-2.072,-2.590,-7.557,49.412,-0.329,23.458,-6.360,9.203,1.196,7,-0.397,2,51.474,0.000,0.000,119.418,11,1,26,0,26,7,33,1,0.002
CHEMBL1916543,0,2,0,0,0,7,0,1,452.512,4.418,771.264,440.746,91.308,239.210,0.000,1386.595,1.000,11.000,0.0140754,0.0142623,0.7797013,47.127,13.790,22.843,14.579,1.911,-2.519,-2.980,-7.690,83.913,-0.063,41.581,-5.813,9.149,1.101,6,-0.162,3,72.569,0.000,0.000,106.794,10,0,26,0,26,7,33,0,0.002
CHEMBL1914480,0,2,0,0,0,7,0,1,452.512,5.866,771.780,437.597,102.476,231.707,0.000,1387.935,1.000,11.000,0.0247957,0.0142528,0.7796824,47.109,13.828,23.027,14.605,1.833,-2.527,-2.980,-7.654,65.753,-0.185,31.946,-6.045,9.159,0.979,6,-0.159,3,70.218,0.000,0.000,108.803,10,0,26,0,26,7,33,0,0.001
CHEMBL1916542,0,2,0,0,0,7,0,1,451.524,5.829,776.312,434.112,97.586,244.615,0.000,1398.407,1.000,10.750,0.0242968,0.0138475,0.7790242,47.652,13.987,23.072,14.424,2.054,-2.704,-3.063,-7.726,73.164,-0.133,35.855,-5.909,9.044,0.748,7,-0.079,2,72.342,0.000,0.000,98.537,9,0,26,0,26,7,33,1,0.001
CHEMBL1916541,0,2,0,0,0,7,0,1,465.551,8.181,802.615,516.198,95.070,191.347,0.000,1450.304,1.000,10.250,0.0461452,0.0127708,0.7720237,49.220,14.121,23.533,13.616,2.544,-3.356,-3.548,-7.586,77.295,-0.125,38.048,-6.051,9.084,0.795,6,0.158,3,75.634,0.000,0.000,98.167,9,0,26,0,26,7,34,0,0.000
CHEMBL1916540,0,2,0,0,0,7,0,1,464.563,6.634,806.606,513.760,74.574,218.272,0.000,1460.661,1.000,9.750,0.0301337,0.0120877,0.7718564,49.891,14.265,23.223,13.176,2.998,-3.625,-3.734,-7.717,120.925,0.104,61.719,-5.578,8.796,0.610,6,0.293,3,81.772,0.000,0.000,85.612,8,0,26,0,26,7,34,0,0.000
CHEMBL1916539,0,2,0,0,0,7,0,1,450.536,6.119,778.164,433.328,73.568,271.269,0.000,1406.558,1.000,9.750,0.0266224,0.0125295,0.7801872,48.232,14.076,22.700,13.462,2.734,-3.131,-3.452,-7.835,123.611,0.133,63.202,-5.373,8.832,0.651,5,0.155,3,80.395,0.000,0.000,86.011,8,0,26,0,26,7,33,0,0.001
CHEMBL1916538,0,2,0,0,0,7,0,0,467.524,10.636,768.810,419.800,161.838,187.173,0.000,1413.623,2.000,12.000,0.0800244,0.0220738,0.7923219,47.712,14.338,26.282,17.148,1.098,-2.328,-2.923,-7.237,17.988,-0.780,7.870,-7.296,8.957,0.550,7,-0.197,2,55.837,0.000,0.000,129.905,10,0,26,0,26,7,34,2,0.000
CHEMBL1916537,0,2,0,0,0,7,0,0,465.551,9.256,809.781,469.162,152.233,188.387,0.000,1456.718,2.000,11.500,0.0588140,0.0200838,0.7674455,49.448,14.821,26.173,16.697,1.602,-3.167,-3.015,-7.646,22.186,-0.785,9.872,-7.115,8.841,0.612,8,-0.025,2,60.419,0.000,0.000,119.147,9,0,26,0,26,8,34,2,0.000
CHEMBL1916536,0,2,0,0,0,7,0,1,470.585,7.678,772.464,483.235,73.403,173.066,42.761,1413.822,1.000,10.250,0.0416914,0.0132692,0.7886477,47.585,13.709,23.046,13.286,2.620,-3.021,-3.585,-7.230,124.057,0.257,108.809,-5.716,8.647,0.566,8,0.074,2,79.756,0.000,0.000,84.665,8,0,26,0,26,8,33,1,0.001
CHEMBL1916535,0,2,0,0,0,6,0,1,424.499,3.744,707.746,395.019,55.744,256.983,0.000,1297.003,1.000,9.750,0.0108069,0.0137761,0.8126717,44.354,12.713,21.160,13.294,2.181,-2.084,-2.867,-7.241,182.423,0.436,96.255,-5.191,8.699,0.177,6,-0.067,3,80.184,0.000,0.000,82.723,8,0,26,0,26,8,31,0,0.023
CHEMBL1916534,0,2,0,0,0,7,0,1,454.525,7.606,753.587,490.719,77.255,185.613,0.000,1377.570,1.000,10.500,0.0419930,0.0139334,0.7945246,46.254,13.161,22.561,13.584,2.116,-2.412,-3.160,-7.194,114.049,0.123,57.935,-5.743,8.755,0.358,7,-0.069,2,76.151,0.000,0.000,94.479,9,0,26,0,26,8,33,1,0.003
CHEMBL1916533,0,2,0,0,0,7,0,1,466.514,3.724,772.266,338.772,137.405,259.806,36.283,1402.169,2.000,9.750,0.0098888,0.0178547,0.7845094,47.947,14.374,24.323,15.281,2.325,-3.308,-3.844,-7.710,30.668,-0.461,22.139,-6.590,9.064,1.433,7,0.188,2,67.165,36.283,0.000,110.324,9,0,26,0,26,6,34,1,0.000
CHEMBL1916532,0,2,0,0,0,7,0,1,453.515,3.999,741.574,399.835,55.870,249.996,35.873,1366.758,1.000,8.000,0.0117013,0.0107879,0.8031654,46.436,13.100,21.073,11.397,3.483,-3.336,-4.229,-7.362,181.921,0.449,150.884,-5.122,9.086,1.394,7,0.432,3,87.789,35.873,0.000,76.453,8,0,26,0,26,7,33,1,0.002
CHEMBL1910292,0,1,0,0,1,13,0,1,532.626,5.321,766.178,572.578,61.091,72.130,60.379,1538.667,0.000,7.400,0.0184035,0.0000000,0.8412635,47.765,12.887,19.759,7.853,4.469,-3.368,-5.823,-3.796,515.475,-0.249,736.834,-3.206,9.063,0.383,7,0.232,3,88.697,60.379,12.722,77.080,7,1,21,3,18,8,38,1,0.142
CHEMBL1922933,6,0,0,1,0,12,0,-2,613.075,9.988,961.344,318.561,164.004,292.307,186.473,1809.659,1.000,5.500,0.0551308,0.0057212,0.7470515,61.355,18.609,26.593,9.437,8.811,-10.584,-10.814,-5.211,69.864,-1.661,372.444,-2.360,8.609,0.762,4,1.793,1,85.627,114.921,0.000,109.223,6,2,21,0,21,0,43,1,0.000
CHEMBL1926762,0,1,0,0,0,6,0,1,447.533,5.771,782.331,407.957,56.243,318.131,0.000,1408.994,2.000,7.250,0.0236336,0.0131058,0.7769276,49.419,14.552,23.187,12.895,4.394,-5.557,-5.356,-7.385,723.515,-0.021,385.753,-2.922,8.585,1.030,5,0.713,3,100.000,0.000,0.000,82.698,7,0,26,0,26,8,33,0,0.001
CHEMBL1926763,0,1,0,0,0,7,0,0,465.508,3.988,743.356,378.171,90.563,274.623,0.000,1380.093,3.000,9.250,0.0115232,0.0215529,0.8064434,47.205,14.316,24.977,15.953,3.018,-4.051,-4.887,-6.700,341.975,-0.388,171.606,-3.612,8.707,1.156,6,0.233,3,89.972,0.000,0.000,121.667,10,0,26,0,26,8,34,0,0.010
CHEMBL1926765,0,1,0,0,0,7,0,0,464.520,5.805,758.031,378.725,78.231,301.075,0.000,1399.369,3.000,8.250,0.0240769,0.0188507,0.7981777,48.229,14.623,24.918,15.099,3.627,-4.583,-5.240,-6.960,447.650,-0.279,229.581,-3.291,8.725,1.174,5,0.440,3,95.632,0.000,0.000,109.559,9,0,26,0,26,8,34,0,0.006
CHEMBL1926766,0,1,0,0,0,7,0,-1,465.508,6.302,768.702,383.035,125.886,259.781,0.000,1393.866,3.000,9.500,0.0284941,0.0214055,0.7850326,47.615,14.675,25.543,16.400,2.718,-4.386,-4.794,-6.975,158.132,-0.822,74.553,-4.315,8.923,1.335,6,0.200,3,82.218,0.000,0.000,125.383,10,0,26,0,26,8,34,0,0.001
CHEMBL1926864,0,1,0,0,0,6,0,1,449.508,6.880,769.223,398.933,84.603,285.686,0.000,1388.709,2.000,8.500,0.0340846,0.0156272,0.7825649,48.298,14.303,23.722,14.067,3.531,-4.906,-4.913,-7.139,389.498,-0.321,197.522,-3.559,8.850,1.260,6,0.429,3,93.985,0.000,0.000,104.918,9,0,26,0,26,8,33,0,0.002
CHEMBL1926865,0,1,0,0,0,7,0,0,482.510,7.941,764.056,390.320,92.577,238.806,42.352,1404.385,3.000,9.000,0.0449028,0.0204023,0.7937751,47.835,14.075,25.632,15.541,3.353,-4.644,-5.312,-6.734,327.258,-0.335,279.183,-3.775,8.708,1.231,6,0.321,3,91.591,42.352,0.000,110.535,9,0,26,0,26,8,35,0,0.002
CHEMBL1926866,0,1,0,0,0,7,0,0,464.520,7.147,756.413,390.418,95.401,270.594,0.000,1389.712,3.000,9.000,0.0367549,0.0206084,0.7962012,47.552,14.448,25.282,15.744,3.123,-4.335,-4.961,-6.846,307.688,-0.463,153.087,-3.715,8.586,1.037,6,0.287,3,89.762,0.000,0.000,110.905,9,0,26,0,26,8,34,0,0.004
CHEMBL1926867,0,1,0,0,0,6,0,0,448.521,1.877,753.033,380.253,85.734,287.046,0.000,1378.995,3.000,8.250,0.0025560,0.0189758,0.7956581,47.922,14.399,24.544,15.264,3.432,-4.663,-4.927,-6.934,380.004,-0.302,192.323,-3.575,8.339,0.936,5,0.428,3,93.212,0.000,0.000,103.542,8,0,26,0,26,8,33,0,0.003
CHEMBL1926893,4,1,0,0,0,10,0,1,550.142,5.032,944.200,521.897,74.324,274.028,73.951,1761.438,1.000,8.750,0.0143756,0.0092671,0.7470439,60.535,18.175,26.516,12.264,6.198,-7.528,-6.948,-7.658,487.517,-0.347,639.864,-3.026,8.705,0.630,9,1.183,1,85.431,0.000,0.000,72.131,7,2,24,0,24,5,39,2,0.000
CHEMBL1927161,0,2,0,0,0,8,0,1,451.524,2.003,745.788,390.410,84.593,270.785,0.000,1377.375,2.000,9.700,0.0029125,0.0183938,0.8027573,46.418,14.008,23.284,14.650,2.451,-2.565,-3.505,-7.467,97.164,0.003,48.722,-5.482,9.022,1.228,7,0.110,2,76.869,0.000,0.000,94.044,9,0,26,0,26,7,33,1,0.004
CHEMBL1927162,0,2,0,0,0,7,0,2,452.527,4.074,730.327,427.566,48.828,230.835,23.098,1366.566,1.000,7.750,0.0121425,0.0106117,0.8154583,46.246,12.959,20.803,10.941,3.574,-3.180,-4.311,-7.071,212.162,0.506,151.652,-5.059,8.761,0.975,7,0.490,3,89.513,23.098,0.000,66.343,7,0,26,0,26,7,33,1,0.003
CHEMBL1927163,0,2,0,0,0,7,0,2,469.970,3.767,753.003,395.704,55.697,244.844,56.758,1390.517,1.000,8.000,0.0102031,0.0106241,0.8001149,47.338,13.925,21.457,11.396,3.706,-3.627,-4.563,-7.386,182.612,0.498,197.166,-5.137,9.085,1.311,7,0.494,3,89.122,0.000,0.000,76.259,8,0,26,0,26,7,33,1,0.001
CHEMBL1927165,0,2,0,0,0,8,0,1,469.515,2.448,762.648,401.269,87.230,244.460,29.689,1396.916,2.000,9.700,0.0042900,0.0179871,0.7924179,46.948,13.869,23.565,14.540,2.625,-2.973,-3.858,-7.509,91.728,0.025,66.579,-5.623,9.016,1.492,7,0.149,2,77.438,29.689,0.000,94.842,9,0,26,0,26,7,34,1,0.001
CHEMBL1927167,0,2,0,0,0,8,0,1,469.515,4.322,749.398,380.740,87.480,246.295,34.884,1386.556,2.000,9.700,0.0134741,0.0183052,0.8024363,46.551,13.715,23.626,14.524,2.591,-2.777,-3.858,-7.356,91.229,0.058,70.669,-5.621,8.939,1.305,8,0.133,2,77.201,34.884,0.000,95.960,9,0,26,0,26,7,34,1,0.002
CHEMBL1235773,0,2,0,0,0,8,0,1,461.581,6.000,729.564,349.438,96.459,233.246,50.421,1378.168,1.000,9.000,0.0261231,0.0123361,0.8209239,46.091,13.908,21.987,12.300,2.894,-3.640,-4.987,-6.994,74.985,0.048,69.550,-5.833,8.949,1.258,7,0.222,2,77.452,0.000,0.000,83.076,7,0,25,0,25,6,33,1,0.000
CHEMBL548279,0,2,0,0,0,8,0,1,449.549,5.584,750.411,378.348,63.887,308.175,0.000,1394.894,2.000,8.450,0.0223566,0.0159248,0.8045633,47.476,14.279,23.219,13.544,3.252,-3.060,-3.949,-7.616,152.707,0.220,79.425,-4.968,8.677,0.849,6,0.388,3,85.071,0.000,0.000,73.840,7,0,26,0,26,7,33,0,0.004
CHEMBL1927164,0,2,0,0,0,8,0,1,460.535,7.386,764.815,393.322,118.596,252.896,0.000,1410.612,1.000,9.500,0.0386682,0.0124213,0.7953296,47.577,14.229,22.736,13.144,2.544,-3.835,-4.756,-7.502,46.244,-0.372,21.837,-6.171,9.108,1.632,7,0.186,2,71.641,0.000,0.000,102.035,9,0,26,0,26,7,34,1,0.000
CHEMBL1927166,0,2,0,0,0,8,0,1,469.515,3.050,756.580,387.618,83.553,247.391,38.017,1388.300,2.000,9.700,0.0067016,0.0181314,0.7954861,46.632,13.717,23.527,14.523,2.635,-2.909,-3.858,-7.473,99.395,0.091,80.656,-5.545,9.001,1.473,7,0.131,2,78.125,38.017,0.000,92.988,9,0,26,0,26,7,34,1,0.002
CHEMBL1927168,0,2,0,0,0,8,0,1,469.515,4.446,771.575,389.703,86.100,261.672,34.099,1407.172,2.000,9.700,0.0140451,0.0177791,0.7870793,47.523,14.074,23.922,14.672,2.727,-3.141,-3.858,-7.678,94.018,0.035,72.288,-5.542,9.018,1.319,8,0.170,2,78.230,34.099,0.000,96.582,9,0,26,0,26,7,34,1,0.001
CHEMBL1927170,0,2,0,0,0,8,0,1,469.515,3.690,755.142,379.852,88.941,251.374,34.975,1393.907,2.000,9.700,0.0097701,0.0181660,0.7991454,46.894,13.840,23.698,14.582,2.629,-2.872,-3.858,-7.433,88.364,0.036,68.352,-5.630,9.191,1.360,8,0.149,2,77.175,34.975,0.000,96.692,9,0,26,0,26,7,34,1,0.001
CHEMBL1935425,0,1,0,0,0,2,0,1,405.551,5.586,705.349,533.709,83.188,88.166,0.286,1279.714,0.000,7.500,0.0243871,0.0000000,0.8081705,44.618,11.340,18.742,9.529,2.993,-4.113,-3.316,-5.783,401.726,-0.007,204.971,-4.613,8.702,0.235,1,0.242,3,91.076,0.000,0.000,59.478,5,0,25,4,21,17,28,0,0.001
CHEMBL1935426,0,1,0,0,0,3,0,1,419.578,5.854,751.298,555.190,85.463,109.701,0.945,1350.822,0.000,7.500,0.0253672,0.0000000,0.7865957,47.027,12.246,19.541,9.581,3.469,-4.824,-3.614,-6.234,382.258,-0.137,195.877,-4.483,8.678,0.031,2,0.406,3,93.476,0.000,0.000,58.984,5,0,25,4,21,17,29,0,0.000
CHEMBL1935439,0,1,0,0,1,6,0,1,406.527,4.020,734.861,356.734,37.674,340.453,0.000,1354.336,0.000,7.250,0.0119345,0.0000000,0.8055844,47.445,13.493,19.489,11.127,3.585,-3.592,-3.589,-5.653,796.467,0.213,597.920,-2.501,8.695,0.169,4,0.034,3,100.000,0.000,16.881,56.327,6,0,21,0,21,5,30,0,0.328
CHEMBL1935441,0,1,0,0,0,2,0,1,307.394,5.142,568.891,255.823,45.434,267.634,0.000,1020.920,1.000,4.700,0.0259002,0.0082617,0.8619137,35.975,10.176,15.901,8.871,3.205,-3.416,-3.542,-5.769,916.113,0.434,497.853,-3.285,8.593,0.170,4,0.413,3,100.000,0.000,0.000,39.275,4,0,21,0,21,4,23,0,0.061
CHEMBL1935442,0,1,0,0,0,2,0,2,311.358,5.122,560.451,172.939,47.170,293.315,47.027,988.634,1.000,4.700,0.0265358,0.0083861,0.8563502,34.928,9.738,15.799,9.053,3.198,-3.473,-3.621,-5.981,882.038,0.528,864.811,-3.226,8.670,0.485,3,0.325,3,100.000,47.027,0.000,39.090,4,0,21,0,21,4,23,0,0.062
CHEMBL1935443,0,1,0,0,0,2,0,2,321.421,6.125,578.288,305.583,33.745,238.960,0.000,1058.831,1.000,4.700,0.0354338,0.0081274,0.8687707,37.218,10.268,16.397,8.619,3.494,-3.581,-3.823,-5.521,1182.494,0.543,656.019,-3.170,8.573,0.178,5,0.517,3,100.000,0.000,0.000,39.345,4,0,21,0,21,4,24,0,0.057
