molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
CHEMBL1834651,1,0,0,0,1,4,1,0,516.519,6.147,821.707,364.990,101.178,238.228,117.311,1484.321,1.250,5.250,0.0254526,0.0071433,0.7658313,52.955,14.152,22.990,12.063,5.765,-8.263,-7.778,-5.083,679.744,-0.540,2378.778,-2.161,8.821,0.978,2,1.110,1,85.476,117.311,25.638,98.315,8,2,28,4,24,10,37,1,0.000
CHEMBL1834650,1,0,0,0,1,6,0,-2,488.527,8.600,812.822,356.413,213.918,123.928,118.562,1427.106,3.250,7.750,0.0518275,0.0171889,0.7541776,48.290,14.144,26.209,17.328,3.110,-6.512,-5.560,-4.726,53.221,-2.015,168.898,-4.449,8.157,0.533,1,0.256,1,76.051,117.342,30.305,135.825,9,0,19,4,15,9,33,1,0.000
CHEMBL1834649,0,1,0,0,1,5,0,0,410.441,6.122,694.927,305.774,156.535,115.556,117.063,1238.901,4.250,4.250,0.0302561,0.0126079,0.8027560,41.320,11.881,22.945,15.112,2.939,-4.063,-4.093,-4.626,43.371,-0.672,158.338,-5.580,8.580,0.888,2,0.305,3,73.454,117.063,34.068,108.323,7,0,19,4,15,9,29,0,0.000
CHEMBL1834648,1,0,0,0,1,7,0,-1,451.491,4.915,796.700,409.262,99.649,170.127,117.661,1404.755,2.250,4.950,0.0171995,0.0093197,0.7613845,47.194,13.161,21.887,11.493,5.121,-7.519,-5.980,-4.830,804.193,-0.716,2477.084,-2.085,8.282,0.598,2,0.741,1,95.969,117.661,18.287,88.442,7,1,19,4,15,9,32,1,0.000
CHEMBL1834647,1,0,0,0,1,6,0,-1,439.480,6.106,795.853,439.383,114.689,124.030,117.750,1382.332,2.250,4.950,0.0269698,0.0093296,0.7540624,46.499,12.773,21.767,12.316,4.817,-7.302,-5.736,-4.729,473.168,-0.854,1738.910,-2.620,8.092,0.480,1,0.719,1,100.000,117.750,29.308,92.227,7,0,19,4,15,9,31,1,0.000
CHEMBL1834646,0,0,0,0,1,5,0,-2,411.426,7.496,698.383,311.363,156.905,112.996,117.118,1235.846,3.250,4.950,0.0454634,0.0127777,0.7974704,41.173,11.619,22.000,14.484,3.407,-5.332,-5.052,-3.974,166.065,-1.095,636.936,-3.533,8.606,0.922,2,0.301,3,86.632,117.118,36.142,105.392,7,0,19,4,15,9,29,0,0.001
CHEMBL1834645,2,0,0,0,1,8,0,0,479.544,6.775,869.726,527.027,66.806,158.787,117.106,1541.865,1.250,4.950,0.0297718,0.0063632,0.7421305,51.931,14.095,21.980,10.229,6.396,-8.599,-6.662,-5.087,1439.039,-0.440,5340.018,-1.423,8.093,0.464,3,1.154,1,100.000,117.106,25.667,76.748,7,1,19,4,15,9,34,1,0.000
CHEMBL1834644,1,0,0,0,1,7,0,0,467.533,5.274,787.578,527.399,64.225,94.221,101.733,1469.183,1.250,4.950,0.0189294,0.0070269,0.7935762,49.048,12.667,20.912,10.501,5.835,-6.886,-6.414,-3.947,1276.461,-0.289,4675.124,-1.699,8.331,0.698,2,1.014,1,100.000,101.733,35.283,75.398,7,1,19,4,15,9,33,1,0.001
CHEMBL1834643,1,0,0,0,1,6,0,-1,439.480,5.661,765.205,427.817,116.007,104.420,116.960,1360.077,2.250,4.950,0.0235647,0.0097033,0.7758234,45.421,12.307,21.418,12.476,4.653,-6.595,-5.736,-4.283,420.635,-0.796,1668.928,-2.714,8.461,0.830,2,0.671,1,100.000,116.960,34.158,91.964,7,0,19,4,15,9,31,1,0.000
CHEMBL1834642,0,0,0,0,2,5,0,-2,452.479,9.119,791.084,386.885,175.089,112.560,116.550,1383.781,3.250,5.750,0.0600911,0.0131035,0.7591377,47.089,13.334,24.650,17.841,3.243,-5.705,-4.942,-3.217,64.350,-1.477,411.713,-3.870,7.953,0.398,4,0.209,3,78.301,116.550,66.204,123.201,8,0,19,4,15,9,32,1,0.000
CHEMBL1834641,1,0,0,1,1,5,0,-2,453.463,8.111,755.107,374.090,155.939,107.721,117.357,1354.569,2.250,5.250,0.0485676,0.0104290,0.7840743,45.874,12.519,22.359,11.988,4.748,-7.053,-5.905,-2.358,61.080,-1.141,188.411,-3.534,8.232,0.583,2,0.487,1,86.711,117.357,16.939,116.035,8,0,19,4,15,9,32,1,0.000
CHEMBL1834640,2,0,0,0,1,6,1,-1,481.517,4.908,851.181,517.736,106.907,109.372,117.166,1507.172,1.250,5.250,0.0159851,0.0068959,0.7468814,51.355,13.653,21.954,10.289,5.712,-8.724,-6.580,-4.775,690.147,-0.788,2074.138,-2.528,8.210,0.576,2,1.081,1,100.000,117.166,17.985,102.178,8,1,19,4,15,9,34,1,0.000
CHEMBL1834639,3,0,0,0,1,4,0,1,491.599,4.856,836.949,560.313,49.089,110.019,117.528,1537.881,1.250,3.250,0.0153318,0.0043415,0.7698644,53.874,13.347,21.667,8.091,7.175,-9.684,-7.575,-4.406,2592.626,0.059,8155.572,-1.653,8.386,0.748,1,1.679,1,100.000,117.528,14.654,64.624,6,1,25,4,21,15,35,1,0.000
CHEMBL1834638,1,0,0,0,1,5,0,-2,434.463,6.339,778.429,410.456,135.277,115.496,117.200,1353.927,1.250,4.750,0.0296751,0.0068223,0.7603431,45.923,12.318,20.185,10.863,4.763,-8.411,-6.814,-4.586,305.726,-1.010,1062.269,-3.126,8.139,0.516,2,0.809,1,100.000,117.200,28.610,97.692,7,0,19,4,15,9,31,1,0.000
CHEMBL1834637,1,0,0,0,1,5,0,-1,437.507,6.849,783.411,438.959,105.552,121.313,117.588,1382.848,2.250,3.250,0.0339236,0.0062228,0.7662281,47.136,12.619,21.214,10.797,5.570,-7.788,-6.341,-4.519,571.220,-0.648,2152.983,-2.557,8.221,0.553,1,1.083,1,95.941,117.588,29.918,82.594,6,1,19,4,15,9,31,1,0.000
CHEMBL1834636,1,0,0,0,1,4,0,-1,488.512,9.209,802.254,274.050,133.402,277.715,117.086,1448.073,2.250,6.250,0.0585621,0.0116858,0.7715790,51.882,14.507,25.303,15.307,4.765,-7.265,-6.590,-5.178,308.156,-0.884,1108.721,-2.616,8.305,0.641,2,0.749,1,100.000,117.086,30.411,108.793,8,0,25,4,21,9,35,1,0.000
CHEMBL1834635,2,0,0,0,1,4,1,0,529.561,7.115,867.464,446.081,72.913,231.085,117.385,1561.372,1.250,4.750,0.0324246,0.0061221,0.7503281,55.971,14.753,23.658,11.696,6.653,-9.176,-8.254,-5.300,1182.705,-0.253,4639.552,-1.665,8.107,0.530,2,1.423,1,94.983,117.385,29.094,90.047,8,2,28,4,24,10,38,1,0.000
CHEMBL1834634,2,0,0,0,1,5,0,-1,502.538,4.563,854.175,388.725,118.021,230.226,117.203,1522.307,2.250,4.250,0.0136746,0.0074633,0.7492374,53.757,14.933,23.980,12.456,6.087,-8.871,-7.656,-5.313,471.099,-0.852,1596.317,-2.404,8.150,0.472,4,1.274,1,84.516,117.203,25.577,101.724,8,2,25,4,21,9,36,1,0.000
CHEMBL1834633,2,0,0,0,2,6,0,-2,528.576,8.300,899.196,336.477,211.505,234.068,117.146,1605.241,4.250,5.750,0.0429132,0.0131828,0.7373448,56.470,16.979,29.441,20.510,4.284,-7.159,-6.699,-4.149,28.405,-2.104,175.628,-4.017,8.180,0.520,4,0.628,1,65.081,117.146,67.437,136.182,8,1,25,4,21,9,38,1,0.000
CHEMBL1834632,1,0,0,0,1,4,1,-1,515.534,7.255,815.523,358.130,104.411,235.609,117.374,1485.732,2.250,4.750,0.0354237,0.0087367,0.7721279,52.987,14.352,24.367,13.217,5.763,-8.080,-7.843,-4.968,604.000,-0.557,2205.786,-2.230,8.292,0.603,2,1.132,1,84.548,117.374,28.233,101.345,8,2,28,4,24,10,37,1,0.000
CHEMBL1834631,1,0,0,0,1,4,0,-1,471.524,5.900,812.187,288.108,102.110,304.736,117.233,1442.911,2.250,3.250,0.0241259,0.0060023,0.7603301,51.933,14.502,23.058,11.235,6.189,-8.954,-7.404,-5.489,803.792,-0.567,2324.716,-1.944,8.230,0.541,3,1.290,1,100.000,117.233,15.382,80.895,6,1,25,4,21,9,34,1,0.000
CHEMBL1836317,0,0,0,0,0,5,0,-1,423.605,6.311,720.240,368.617,108.316,174.687,68.619,1275.747,2.000,7.000,0.0312237,0.0137447,0.7898250,43.359,13.073,21.455,12.123,3.936,-6.256,-5.484,-5.766,930.544,-0.727,1087.564,-2.420,8.486,0.567,2,0.463,1,100.000,0.000,0.000,71.970,5,0,20,0,17,8,27,1,0.001
CHEMBL1836146,0,1,0,0,0,9,0,1,423.511,10.526,762.800,444.230,85.787,232.782,0.000,1376.969,1.000,8.250,0.0804661,0.0108154,0.7847005,45.396,13.591,21.579,11.327,3.592,-5.347,-5.219,-6.852,379.558,-0.509,192.078,-3.479,9.098,0.297,5,0.311,3,94.144,0.000,0.000,88.758,7,0,18,0,18,5,31,0,0.001
CHEMBL1836147,0,1,0,0,0,9,0,1,423.511,4.393,760.564,443.748,95.274,221.542,0.000,1380.546,1.000,8.250,0.0139816,0.0108472,0.7883698,45.432,13.595,20.728,11.310,3.538,-5.308,-5.219,-6.739,308.546,-0.602,153.548,-3.693,9.163,0.302,5,0.322,3,92.217,0.000,0.000,91.118,7,0,18,0,18,5,31,0,0.000
CHEMBL1836148,0,1,0,0,0,9,0,1,423.511,6.003,756.846,439.441,96.833,220.572,0.000,1378.668,1.000,8.250,0.0261425,0.0109005,0.7915241,45.348,13.568,20.885,11.305,3.517,-5.243,-5.219,-6.683,298.217,-0.611,148.000,-3.726,9.132,0.274,5,0.319,3,91.825,0.000,0.000,90.891,7,0,18,0,18,5,31,0,0.000
CHEMBL1836149,0,1,0,0,0,8,0,1,461.483,5.139,743.793,332.394,81.690,234.687,95.022,1370.707,1.000,7.500,0.0192687,0.0100835,0.8023112,45.806,12.830,21.047,10.782,4.277,-5.884,-6.294,-6.576,415.083,-0.133,701.467,-3.493,9.197,0.482,5,0.504,3,100.000,95.022,0.000,81.222,6,0,18,0,18,5,33,1,0.000
CHEMBL1836152,0,1,0,0,0,8,0,1,475.586,9.105,811.005,452.566,79.487,278.952,0.000,1512.085,1.000,8.250,0.0548230,0.0101726,0.7855833,51.887,15.114,23.629,11.935,4.543,-6.359,-6.448,-7.058,435.534,-0.379,222.872,-3.296,8.840,0.408,4,0.718,1,100.000,0.000,0.000,86.888,7,0,22,0,22,6,35,1,0.000
CHEMBL1836153,0,1,0,0,0,9,0,1,407.511,7.405,746.621,397.250,81.158,268.213,0.000,1348.408,1.000,7.500,0.0406639,0.0100453,0.7905800,44.592,13.515,20.400,10.759,3.811,-5.356,-5.201,-6.926,419.935,-0.446,214.256,-3.269,9.122,0.278,4,0.395,3,96.208,0.000,0.000,82.297,6,0,18,0,18,5,30,0,0.001
CHEMBL1836161,0,1,0,0,0,7,0,1,416.349,6.222,669.665,205.001,97.302,232.986,134.376,1254.388,1.000,6.000,0.0308584,0.0089597,0.8399659,41.777,13.364,19.406,9.455,4.239,-5.446,-5.986,-5.959,295.181,-0.050,797.208,-3.883,9.322,0.794,2,0.561,3,95.978,0.000,0.000,62.110,4,0,18,0,18,5,28,0,0.000
CHEMBL1836162,0,1,0,0,0,9,0,1,456.538,8.046,804.717,505.782,66.746,232.189,0.000,1479.781,0.000,7.750,0.0437506,0.0000000,0.7804053,49.505,14.204,20.708,9.337,4.458,-4.724,-4.880,-6.919,575.240,-0.311,301.061,-3.130,9.038,0.101,5,0.459,3,100.000,0.000,0.000,94.265,8,0,18,0,18,5,33,0,0.006
CHEMBL1836163,0,1,0,0,0,9,0,1,456.538,5.466,820.049,529.889,75.136,215.024,0.000,1481.214,0.000,7.750,0.0201679,0.0000000,0.7663091,49.399,14.249,20.289,9.315,4.389,-5.015,-4.880,-7.065,478.948,-0.433,246.978,-3.345,9.007,0.255,5,0.463,3,100.000,0.000,0.000,93.231,8,0,18,0,18,5,33,0,0.002
CHEMBL1836164,0,1,0,0,0,9,0,1,456.538,5.473,806.496,516.975,67.924,221.597,0.000,1469.262,0.000,7.750,0.0203840,0.0000000,0.7749888,48.983,14.074,20.162,9.278,4.369,-4.758,-4.880,-6.956,560.631,-0.334,292.806,-3.189,8.984,0.248,5,0.428,3,100.000,0.000,0.000,96.175,8,0,18,0,18,5,33,0,0.005
CHEMBL1836165,0,1,0,0,0,8,0,1,494.510,5.077,794.482,360.686,63.213,284.142,86.440,1483.537,0.000,7.000,0.0173779,0.0000000,0.7917958,50.794,13.953,20.981,9.154,5.263,-5.462,-6.035,-6.982,621.365,0.020,973.598,-2.978,9.195,0.410,5,0.713,3,94.797,86.440,0.000,81.229,7,1,18,0,18,5,35,0,0.002
CHEMBL1836166,0,1,0,0,0,8,0,1,494.510,6.460,815.844,436.073,57.132,205.768,116.871,1482.250,0.000,7.000,0.0281555,0.0000000,0.7706172,49.994,13.278,20.734,8.642,5.321,-6.000,-6.035,-6.951,709.613,0.125,1649.770,-3.142,9.120,0.436,5,0.709,3,96.169,116.871,0.000,83.378,7,1,18,0,18,5,35,1,0.000
CHEMBL1836167,0,1,0,0,0,8,0,1,494.510,5.862,822.320,425.745,65.388,213.726,117.461,1493.624,0.000,7.000,0.0230038,0.0000000,0.7684545,50.525,13.510,20.899,8.768,5.349,-6.125,-6.035,-7.024,592.544,0.030,1367.797,-3.266,9.102,0.513,4,0.742,3,94.935,117.461,0.000,85.023,7,1,18,0,18,5,35,1,0.000
CHEMBL1836168,2,1,0,0,0,8,0,1,508.613,6.990,927.013,536.962,81.656,308.395,0.000,1683.840,0.000,7.750,0.0290175,0.0000000,0.7383795,59.042,17.110,23.910,10.472,5.775,-7.204,-6.161,-7.962,415.388,-0.519,211.750,-3.233,8.722,0.329,4,1.093,1,81.709,0.000,0.000,93.629,8,2,22,0,22,6,37,1,0.000
CHEMBL1836247,0,1,0,0,0,7,0,1,465.375,4.519,778.992,331.449,57.423,247.024,143.097,1404.915,0.000,6.250,0.0145380,0.0000000,0.7787511,47.935,14.565,19.670,8.327,5.328,-5.971,-5.764,-7.016,705.113,0.260,2280.862,-3.098,9.053,0.641,3,0.727,3,96.161,0.000,0.000,74.139,6,1,18,0,18,5,31,1,0.000
CHEMBL1836248,0,1,0,0,0,7,0,1,465.375,5.126,776.177,343.835,56.085,233.157,143.100,1400.357,0.000,6.250,0.0187654,0.0000000,0.7798847,47.620,14.409,19.593,8.217,5.291,-5.918,-5.764,-6.932,726.010,0.277,2354.097,-3.122,9.060,0.645,3,0.714,3,96.173,0.000,0.000,74.739,6,1,18,0,18,5,31,1,0.000
CHEMBL1836249,0,1,0,0,0,7,0,1,465.375,4.798,776.396,343.744,56.759,232.809,143.085,1401.795,0.000,6.250,0.0164192,0.0000000,0.7801974,47.674,14.423,19.584,8.219,5.295,-5.922,-5.764,-6.925,715.408,0.270,2316.525,-3.136,9.004,0.661,3,0.718,3,96.083,0.000,0.000,75.428,6,1,18,0,18,5,31,1,0.000
CHEMBL1836250,2,1,0,0,0,6,0,2,503.348,6.130,780.147,232.714,60.949,248.096,238.388,1407.676,0.000,5.500,0.0266952,0.0000000,0.7786168,48.698,14.006,20.225,7.876,6.051,-6.964,-6.918,-7.024,652.860,0.515,6981.667,-3.255,9.438,0.655,3,0.978,1,86.841,95.294,0.000,69.857,5,2,18,0,18,5,33,1,0.000
CHEMBL1836251,2,1,0,0,0,6,0,2,503.348,7.294,786.624,246.123,62.571,218.658,259.272,1419.501,0.000,5.500,0.0374825,0.0000000,0.7765241,48.890,13.784,20.497,7.710,6.163,-7.178,-6.918,-6.917,630.149,0.545,8744.705,-3.389,9.480,0.729,3,1.013,1,87.216,117.171,0.000,70.465,5,2,18,0,18,5,33,1,0.000
CHEMBL1836252,2,1,0,0,0,6,0,2,503.348,8.940,797.284,251.096,59.660,225.985,260.542,1430.262,0.000,5.500,0.0558853,0.0000000,0.7700092,49.391,13.960,20.899,7.766,6.266,-7.385,-6.918,-7.057,671.492,0.569,9517.706,-3.310,9.552,0.703,2,1.044,1,88.318,117.462,0.000,67.515,5,2,18,0,18,5,33,1,0.000
CHEMBL1836253,1,1,0,0,0,6,0,1,517.451,2.817,844.270,358.200,57.502,285.481,143.087,1550.861,0.000,6.250,0.0051164,0.0000000,0.7674777,54.785,16.269,22.026,8.967,6.324,-7.371,-7.045,-7.382,703.889,0.301,2276.294,-3.060,8.723,0.688,2,1.194,1,89.024,0.000,0.000,73.293,6,2,22,0,22,6,35,1,0.000
CHEMBL1836255,1,1,0,0,0,9,0,0,485.628,3.358,882.679,422.924,113.866,345.889,0.000,1619.957,1.000,7.750,0.0069616,0.0087801,0.7557262,56.201,17.050,24.336,12.084,5.269,-7.677,-6.983,-7.860,205.592,-0.910,99.008,-3.598,8.912,0.495,4,1.062,1,86.237,0.000,0.000,89.221,7,1,23,0,23,5,36,1,0.000
CHEMBL1836256,1,1,0,0,0,9,0,0,485.628,11.131,874.507,428.713,106.059,339.735,0.000,1624.231,1.000,7.750,0.0762774,0.0088621,0.7641297,56.313,16.913,25.327,11.969,5.347,-7.531,-6.983,-7.695,243.805,-0.791,119.041,-3.476,9.031,0.715,4,1.078,1,88.020,0.000,0.000,89.225,7,1,23,0,23,5,36,1,0.000
CHEMBL1836257,2,1,0,0,0,9,0,0,485.628,10.306,897.547,451.337,97.520,348.690,0.000,1627.770,1.000,7.750,0.0652467,0.0086346,0.7455953,56.540,17.129,25.120,12.027,5.430,-7.945,-6.983,-8.038,293.778,-0.750,145.620,-3.287,8.994,0.622,4,1.078,1,89.953,0.000,0.000,90.482,7,1,23,0,23,5,36,1,0.000
CHEMBL1836258,2,1,0,0,0,8,0,1,523.600,11.141,897.541,345.639,99.379,359.391,93.131,1636.386,1.000,7.000,0.0758469,0.0077991,0.7482294,57.630,16.666,25.783,11.627,6.169,-8.822,-8.074,-8.046,282.090,-0.475,451.164,-3.380,9.398,0.523,4,1.310,1,81.008,93.131,0.000,81.030,6,2,23,0,23,5,38,1,0.000
CHEMBL1836261,4,1,0,0,0,8,0,0,537.703,5.098,954.366,451.157,111.329,391.880,0.000,1774.673,1.000,7.750,0.0146423,0.0081206,0.7427837,63.474,18.918,27.061,12.772,6.321,-9.133,-8.226,-8.289,217.303,-0.865,105.118,-3.485,8.713,0.551,3,1.525,1,79.866,0.000,0.000,89.201,7,2,27,0,27,6,40,1,0.000
CHEMBL1836262,1,1,0,0,0,9,0,0,469.628,10.463,858.176,373.438,104.204,380.534,0.000,1584.387,1.000,7.000,0.0690915,0.0081568,0.7658836,55.108,16.808,24.454,11.456,5.482,-7.543,-6.966,-7.861,253.883,-0.765,124.368,-3.298,9.358,0.472,3,1.132,1,89.124,0.000,0.000,81.417,6,1,23,0,23,5,35,1,0.000
CHEMBL1836035,0,1,0,0,0,3,0,1,376.500,6.033,717.354,394.589,45.536,277.230,0.000,1288.249,0.000,6.500,0.0282557,0.0000000,0.7981743,46.123,12.509,18.826,9.382,4.017,-4.700,-3.945,-6.846,914.076,0.305,496.656,-3.157,8.613,0.848,2,0.492,3,100.000,0.000,0.000,46.036,5,0,20,0,20,4,28,0,0.005
CHEMBL1836037,0,1,0,0,0,2,0,1,388.511,5.491,734.189,408.982,49.593,275.614,0.000,1317.525,0.000,6.500,0.0228820,0.0000000,0.7916439,47.921,12.823,19.413,9.659,4.178,-5.182,-3.941,-6.944,836.593,0.314,451.312,-3.333,8.665,0.918,1,0.619,3,100.000,0.000,0.000,46.467,5,0,24,4,20,8,29,0,0.001
CHEMBL1836039,0,1,0,0,0,2,0,1,402.538,5.517,753.203,428.205,49.143,275.855,0.000,1364.791,0.000,6.500,0.0223001,0.0000000,0.7900059,49.815,13.272,20.073,9.704,4.489,-5.542,-4.474,-6.972,844.836,0.317,456.120,-3.324,8.667,0.912,1,0.756,3,100.000,0.000,0.000,45.872,5,0,25,0,25,9,30,0,0.001
CHEMBL1836040,0,1,0,0,0,2,0,1,416.565,6.068,774.690,434.032,61.738,278.919,0.000,1408.516,0.000,6.500,0.0261415,0.0000000,0.7844132,51.594,13.816,20.804,9.862,4.691,-5.949,-4.767,-7.077,641.706,0.173,338.831,-3.545,8.621,0.867,1,0.883,3,100.000,0.000,0.000,49.123,5,0,26,0,26,10,31,1,0.000
CHEMBL1835992,0,1,0,0,0,5,0,1,390.527,3.589,730.928,424.965,45.821,260.142,0.000,1326.482,0.000,6.500,0.0097082,0.0000000,0.7987751,46.206,12.748,18.523,8.859,4.244,-4.631,-4.243,-6.755,908.413,0.182,493.332,-3.030,8.661,0.536,3,0.518,3,100.000,0.000,0.000,46.026,5,0,20,0,20,4,29,0,0.009
CHEMBL1835993,0,1,0,0,0,4,0,1,402.538,4.113,749.533,429.551,49.264,270.719,0.000,1358.836,0.000,6.500,0.0124483,0.0000000,0.7915633,48.244,13.175,19.319,9.220,4.444,-5.147,-4.239,-6.922,842.617,0.197,454.825,-3.152,8.694,0.539,2,0.654,3,100.000,0.000,0.000,46.578,5,0,24,4,20,8,30,0,0.002
CHEMBL1835999,1,1,0,0,0,2,0,1,324.425,3.540,640.869,338.790,45.642,256.437,0.000,1123.896,0.000,6.000,0.0111500,0.0000000,0.8157306,39.989,10.773,16.199,8.785,3.163,-3.675,-2.572,-6.463,911.965,0.384,495.417,-3.328,9.098,0.803,0,0.191,3,100.000,0.000,0.000,46.894,5,0,20,4,16,8,24,0,0.032
CHEMBL1835153,1,0,0,0,0,6,1,-2,441.415,0.742,704.705,141.230,242.547,228.061,92.867,1245.497,5.000,5.500,0.0004425,0.0174518,0.7944247,42.016,13.689,24.967,16.066,2.960,-5.856,-6.494,-5.946,49.639,-2.132,62.146,-4.610,8.283,0.827,4,0.340,2,61.668,92.867,0.000,134.297,8,1,22,3,19,3,32,1,0.000
CHEMBL1835150,0,0,0,0,0,6,1,-2,440.427,1.910,712.688,141.301,216.205,262.179,93.003,1260.863,5.000,4.500,0.0028927,0.0141188,0.7919742,42.957,13.896,24.709,15.153,3.622,-6.198,-6.813,-6.148,88.232,-1.868,115.922,-4.005,8.128,0.719,3,0.508,2,70.016,93.003,0.000,121.722,7,1,22,3,19,3,32,1,0.000
CHEMBL1835149,0,0,0,0,0,4,1,-2,414.389,3.681,665.919,141.465,202.169,229.990,92.295,1175.080,4.000,4.500,0.0115313,0.0135152,0.8087023,40.501,12.495,22.502,13.702,3.392,-5.976,-6.379,-5.724,119.876,-1.512,160.016,-4.051,8.259,0.707,2,0.502,3,84.011,92.295,0.000,114.720,7,0,21,3,18,3,30,1,0.000
CHEMBL1833986,0,0,0,0,0,7,0,-2,413.481,3.457,711.183,248.335,235.802,227.046,0.000,1289.852,5.000,5.500,0.0092635,0.0172928,0.8057682,43.139,14.628,25.015,15.775,2.933,-5.395,-5.752,-5.758,57.516,-2.280,22.586,-4.393,8.053,0.675,4,0.420,3,62.658,0.000,0.000,133.219,8,1,25,6,19,6,31,0,0.000
CHEMBL1835148,0,0,0,0,0,7,0,-2,413.481,3.832,715.334,248.500,224.354,242.480,0.000,1294.995,5.000,5.500,0.0113364,0.0171925,0.8032211,43.493,14.711,25.125,15.813,3.059,-5.464,-5.752,-5.872,73.851,-2.177,29.592,-4.128,7.976,0.652,5,0.430,3,65.341,0.000,0.000,131.788,8,1,25,6,19,6,31,0,0.000
CHEMBL1835146,0,0,0,0,0,5,0,-2,386.455,5.565,671.215,248.511,194.749,227.956,0.000,1218.284,4.000,4.500,0.0254199,0.0134085,0.8218680,41.568,13.426,22.601,13.398,3.366,-5.500,-5.630,-5.501,140.960,-1.660,59.514,-3.826,8.003,0.521,2,0.581,3,85.119,0.000,0.000,113.534,7,0,24,6,18,6,29,0,0.000
CHEMBL1835142,1,0,0,0,0,4,1,-2,428.416,3.438,708.095,235.563,158.410,221.300,92.822,1248.724,3.000,4.500,0.0094642,0.0110073,0.7919867,43.365,12.631,21.743,11.983,4.356,-6.928,-6.796,-5.953,311.673,-1.134,452.455,-3.275,8.226,0.680,2,0.792,1,100.000,92.822,0.000,101.698,7,0,21,3,18,3,31,1,0.000
CHEMBL1835141,1,0,0,0,0,5,0,-2,400.482,5.407,727.114,350.150,155.470,221.493,0.000,1293.317,3.000,4.500,0.0226070,0.0107194,0.7895252,44.509,13.647,21.817,11.757,4.300,-6.693,-6.040,-5.994,332.333,-1.401,150.393,-3.125,7.966,0.488,3,0.867,1,100.000,0.000,0.000,100.113,7,0,24,6,18,6,30,1,0.000
CHEMBL1835039,1,0,0,0,0,4,0,-2,389.499,6.777,694.823,324.610,149.558,220.656,0.000,1264.004,3.000,4.000,0.0363356,0.0099712,0.8136852,43.970,13.264,21.646,11.361,4.359,-6.430,-6.386,-5.599,378.132,-1.184,172.915,-3.115,7.699,0.334,4,0.926,1,100.000,0.000,0.000,89.470,6,0,18,0,18,0,29,1,0.000
CHEMBL1835035,2,0,0,0,0,3,0,-2,387.483,6.610,707.012,316.837,151.745,238.431,0.000,1250.743,3.000,4.000,0.0349363,0.0097993,0.7940541,44.251,13.321,21.710,11.747,4.271,-6.807,-6.317,-6.001,360.499,-1.222,164.216,-3.188,7.726,0.349,3,0.922,1,100.000,0.000,0.000,92.584,6,0,24,0,24,6,29,1,0.000
CHEMBL305660,2,1,0,0,0,10,0,1,469.666,5.715,903.368,417.538,43.560,442.270,0.000,1658.589,0.000,5.700,0.0196901,0.0000000,0.7501125,58.025,17.420,22.343,8.606,7.029,-7.398,-6.470,-8.411,954.382,-0.157,520.370,-1.867,9.286,0.510,5,1.484,1,100.000,0.000,0.000,38.609,3,1,24,0,24,5,35,1,0.000
CHEMBL1493,0,1,0,0,0,4,1,1,391.466,3.386,733.449,344.630,78.776,310.043,0.000,1295.208,0.000,6.500,0.0088529,0.0000000,0.7834684,46.073,13.089,18.662,9.649,3.870,-4.842,-4.318,-7.240,442.349,-0.135,226.644,-3.558,9.243,0.987,2,0.469,3,96.962,0.000,0.000,70.963,5,0,22,0,22,5,29,0,0.002
CHEMBL30008,2,2,0,0,0,6,0,2,404.502,2.723,751.579,172.193,4.474,480.855,94.058,1339.886,0.000,4.000,0.0055320,0.0000000,0.7820515,48.208,13.591,18.329,7.479,5.925,-5.359,-4.891,-8.804,558.824,1.181,1057.283,-3.457,8.986,0.306,4,1.183,3,100.000,94.058,0.000,9.367,2,1,24,0,24,4,30,0,0.001
CHEMBL726,1,2,0,0,0,7,0,2,437.522,3.884,731.778,264.754,54.827,288.649,123.549,1324.774,1.000,6.200,0.0113845,0.0084725,0.7971623,45.125,12.917,20.089,9.887,4.360,-4.150,-4.474,-7.643,186.114,0.667,467.332,-4.966,7.895,0.729,8,0.691,3,93.101,87.406,0.000,35.416,4,0,20,0,20,4,30,1,0.000
CHEMBL657,1,1,0,0,0,6,0,2,255.359,1.680,562.040,216.187,2.000,343.853,0.000,975.368,0.000,3.700,0.0028946,0.0000000,0.8462717,32.311,9.692,12.018,5.745,3.279,-2.707,-2.451,-6.385,2364.993,0.582,1387.700,-1.832,9.003,-0.145,5,0.205,3,100.000,0.000,0.000,11.735,2,0,12,0,12,0,19,0,6.939
